,category,price,price_1m2,area,title_deed,repair,room_number,floor_house,total_floors,title_length,floor_status
18729,Old building,84500.0,2110.0,40.0,exist,exist,2.0,3.0,5.0,49,2
18730,New construction,60500.0,1060.0,57.0,exist,exist,2.0,2.0,6.0,46,2
18731,New construction,235000.0,2300.0,102.0,exist,exist,3.0,14.0,18.0,51,3
18732,New construction,210000.0,1690.0,124.0,don't exist,don't exist,3.0,11.0,16.0,51,2
18733,New construction,117500.0,1810.0,65.0,exist,exist,3.0,15.0,16.0,56,3
18734,New construction,455000.0,2720.0,167.0,don't exist,don't exist,3.0,1.0,2.0,48,2
18735,Old building,95000.0,1460.0,65.0,exist,exist,2.0,1.0,9.0,52,1
18736,New construction,380000.0,2130.0,178.0,exist,exist,4.0,15.0,16.0,49,3
18737,New construction,51000.0,1130.0,45.0,exist,exist,1.0,8.0,16.0,46,2
18738,New construction,77000.0,1150.0,67.0,exist,exist,2.0,2.0,7.0,45,2
18739,New construction,160000.0,1730.0,92.5,exist,exist,2.0,15.0,17.0,53,3
18740,Old building,58000.0,1810.0,32.0,exist,exist,1.0,6.0,9.0,46,2
18741,New construction,125000.0,2400.0,52.0,exist,exist,1.0,5.0,16.0,50,2
18742,New construction,155000.0,2120.0,73.0,exist,exist,2.0,8.0,17.0,49,2
18743,New construction,170000.0,2800.0,60.7,exist,exist,2.0,11.0,17.0,47,2
18744,New construction,125000.0,2270.0,55.0,exist,exist,2.0,2.0,19.0,44,1
18745,Old building,69500.0,1480.0,47.0,exist,exist,2.0,3.0,5.0,46,2
18746,Old building,230000.0,2250.0,102.0,exist,exist,4.0,1.0,1.0,46,3
18747,Old building,117000.0,1800.0,65.0,exist,exist,2.0,8.0,9.0,52,3
18748,New construction,132000.0,2030.0,65.0,don't exist,exist,2.0,16.0,17.0,46,3
18749,New construction,270000.0,2390.0,113.0,exist,exist,3.0,13.0,17.0,49,3
18750,New construction,128000.0,1940.0,66.0,don't exist,exist,2.0,16.0,16.0,46,3
18751,Old building,135000.0,2700.0,50.0,exist,exist,3.0,1.0,1.0,51,3
18752,New construction,355000.0,3110.0,114.0,exist,exist,3.0,12.0,16.0,47,2
18753,New construction,65000.0,1000.0,65.0,exist,exist,2.0,3.0,3.0,51,3
18754,New construction,203000.0,2420.0,84.0,don't exist,exist,2.0,4.0,16.0,45,2
18755,Old building,132500.0,2170.0,61.0,exist,exist,2.0,5.0,9.0,47,2
18756,Old building,178000.0,1780.0,100.0,exist,exist,3.0,5.0,5.0,58,3
18757,New construction,260000.0,1860.0,140.0,exist,exist,2.0,15.0,16.0,57,3
18758,New construction,470000.0,2880.0,163.0,exist,exist,3.0,16.0,18.0,47,3
18759,New construction,115900.0,1870.0,62.0,exist,exist,2.0,8.0,15.0,44,2
18760,Old building,145000.0,3090.0,47.0,exist,exist,3.0,1.0,5.0,57,1
18761,New construction,160000.0,1680.0,95.4,don't exist,exist,2.0,14.0,15.0,48,3
18762,Old building,104000.0,3470.0,30.0,exist,exist,1.0,2.0,5.0,57,2
18763,New construction,142000.0,1530.0,93.0,exist,exist,3.0,12.0,12.0,55,3
18764,Old building,140000.0,1750.0,80.0,exist,exist,3.0,6.0,9.0,45,2
18765,Old building,165000.0,2060.0,80.0,exist,don't exist,3.0,5.0,9.0,47,2
18766,New construction,200000.0,1740.0,115.0,exist,exist,3.0,12.0,15.0,52,3
18767,New construction,211000.0,1700.0,124.0,don't exist,exist,3.0,11.0,16.0,51,2
18768,Old building,118000.0,1570.0,75.0,exist,exist,3.0,4.0,9.0,52,2
18769,New construction,195000.0,1340.0,145.0,exist,exist,3.0,4.0,18.0,57,1
18770,New construction,132000.0,2490.0,53.0,exist,exist,2.0,2.0,18.0,46,1
18771,New construction,193000.0,1930.0,100.0,don't exist,exist,3.0,14.0,17.0,58,3
18772,New construction,153000.0,3000.0,51.0,exist,don't exist,1.0,17.0,17.0,45,3
18773,New construction,149800.0,2050.0,73.1,don't exist,exist,2.0,11.0,20.0,46,2
18774,New construction,880000.0,2200.0,400.0,exist,don't exist,6.0,14.0,23.0,46,2
18775,New construction,400000.0,2350.0,170.0,exist,exist,4.0,13.0,18.0,57,2
18776,Old building,108000.0,655.0,165.0,don't exist,exist,4.0,2.0,2.0,49,3
18777,New construction,265000.0,1880.0,141.0,exist,exist,3.0,12.0,16.0,52,2
18778,New construction,145000.0,2340.0,62.0,don't exist,exist,2.0,10.0,17.0,56,2
18779,New construction,480000.0,2380.0,202.0,exist,exist,4.0,5.0,17.0,46,2
18780,Old building,155000.0,1940.0,80.0,exist,exist,3.0,9.0,9.0,45,3
18781,New construction,235000.0,1680.0,140.0,exist,exist,3.0,10.0,14.0,49,2
18782,Old building,83000.0,1660.0,50.0,exist,exist,2.0,2.0,9.0,46,1
18783,New construction,365000.0,2680.0,136.0,exist,exist,3.0,12.0,15.0,58,3
18784,Old building,128000.0,1640.0,78.0,exist,exist,3.0,1.0,5.0,52,1
18785,New construction,148000.0,1850.0,80.0,exist,exist,3.0,15.0,20.0,50,2
18786,New construction,118000.0,2000.0,59.0,exist,exist,2.0,10.0,12.0,50,3
18787,New construction,225000.0,3630.0,62.0,exist,exist,2.0,6.0,17.0,44,2
18788,Old building,195000.0,2790.0,70.0,exist,exist,3.0,6.0,9.0,57,2
18789,New construction,229000.0,2860.0,80.0,don't exist,exist,3.0,9.0,20.0,56,2
18790,New construction,374000.0,1650.0,227.0,exist,exist,5.0,22.0,24.0,57,3
18791,New construction,265000.0,1830.0,145.0,exist,exist,3.0,7.0,16.0,57,2
18792,New construction,155000.0,3030.0,51.1,exist,exist,2.0,10.0,24.0,52,2
18793,Old building,202000.0,2530.0,80.0,exist,exist,3.0,9.0,9.0,47,3
18794,New construction,163000.0,1920.0,85.0,don't exist,exist,3.0,22.0,23.0,46,3
18795,New construction,33500.0,779.0,43.0,don't exist,don't exist,1.0,7.0,7.0,46,3
18796,New construction,157000.0,1080.0,146.0,don't exist,exist,3.0,9.0,18.0,52,2
18797,New construction,120000.0,2260.0,53.0,don't exist,don't exist,1.0,14.0,14.0,45,3
18798,New construction,235000.0,1530.0,154.0,don't exist,don't exist,3.0,4.0,24.0,57,1
18799,Old building,152000.0,1630.0,93.0,exist,exist,3.0,1.0,9.0,48,1
18800,New construction,308000.0,2100.0,147.0,don't exist,don't exist,3.0,11.0,22.0,47,2
18801,Old building,82500.0,2290.0,36.0,exist,exist,2.0,1.0,5.0,55,1
18802,Old building,135000.0,1690.0,80.0,exist,exist,3.0,4.0,5.0,49,3
18803,New construction,170000.0,2620.0,65.0,exist,exist,2.0,5.0,17.0,44,2
18804,New construction,85000.0,2430.0,35.0,don't exist,don't exist,1.0,15.0,17.0,45,3
18805,New construction,148000.0,1850.0,80.0,don't exist,exist,3.0,16.0,20.0,50,3
18806,New construction,97500.0,2270.0,43.0,exist,exist,1.0,5.0,11.0,55,2
18807,New construction,410000.0,2050.0,200.0,exist,exist,4.0,3.0,14.0,46,1
18808,New construction,530000.0,2820.0,188.0,exist,exist,5.0,9.0,22.0,57,2
18809,New construction,297000.0,2780.0,107.0,exist,exist,3.0,6.0,17.0,46,2
18810,New construction,165000.0,2720.0,60.6,don't exist,exist,2.0,4.0,19.0,52,1
18811,Old building,160000.0,2290.0,70.0,exist,exist,2.0,8.0,9.0,57,3
18812,New construction,115000.0,2500.0,46.0,exist,exist,2.0,2.0,17.0,51,1
18813,New construction,110000.0,1570.0,70.0,exist,exist,3.0,21.0,21.0,50,3
18814,Old building,360000.0,2120.0,170.0,exist,exist,3.0,1.0,3.0,46,2
18815,Old building,249000.0,2110.0,118.0,exist,exist,4.0,3.0,3.0,47,3
18816,New construction,160000.0,2350.0,68.0,exist,exist,3.0,14.0,19.0,47,2
18817,New construction,230000.0,2530.0,91.0,exist,exist,2.0,8.0,16.0,45,2
18818,New construction,260000.0,2890.0,90.0,exist,exist,3.0,17.0,19.0,50,3
18819,New construction,127000.0,1810.0,70.0,don't exist,exist,3.0,2.0,12.0,46,1
18820,New construction,125000.0,2360.0,53.0,exist,exist,2.0,2.0,19.0,46,1
18821,New construction,265000.0,1920.0,138.0,don't exist,don't exist,3.0,7.0,16.0,48,2
18822,New construction,385000.0,3350.0,115.0,exist,exist,3.0,17.0,18.0,57,3
18823,New construction,160000.0,2350.0,68.0,exist,exist,3.0,10.0,16.0,45,2
18824,New construction,450000.0,2780.0,162.0,exist,exist,4.0,4.0,16.0,51,2
18825,Old building,150000.0,1360.0,110.0,exist,exist,4.0,1.0,5.0,57,1
18826,New construction,378000.0,1990.0,190.0,exist,exist,4.0,8.0,16.0,49,2
18827,New construction,163000.0,2200.0,74.0,don't exist,exist,2.0,15.0,17.0,48,3
18828,New construction,47500.0,896.0,53.0,exist,don't exist,1.0,3.0,6.0,46,2
18829,Old building,159000.0,2410.0,66.0,exist,exist,2.0,5.0,5.0,57,3
18830,New construction,208000.0,2190.0,95.0,exist,exist,2.0,3.0,18.0,48,1
18831,New construction,250000.0,1920.0,130.0,exist,exist,3.0,8.0,10.0,52,3
18832,New construction,95000.0,1120.0,85.0,exist,exist,3.0,16.0,16.0,47,3
18833,New construction,165000.0,2660.0,62.0,don't exist,exist,2.0,2.0,17.0,46,1
18834,New construction,245000.0,2040.0,120.0,exist,exist,3.0,10.0,16.0,49,2
18835,New construction,275000.0,688.0,400.0,exist,exist,3.0,17.0,17.0,48,3
18836,New construction,200000.0,2300.0,87.0,exist,exist,2.0,3.0,16.0,45,1
18837,New construction,153000.0,1000.0,153.0,don't exist,exist,4.0,17.0,17.0,47,3
18838,New construction,255000.0,3230.0,79.0,exist,exist,3.0,3.0,12.0,47,2
18839,New construction,420000.0,2180.0,193.0,exist,exist,4.0,3.0,14.0,47,1
18840,New construction,250000.0,1790.0,140.0,exist,exist,4.0,12.0,16.0,52,2
18841,New construction,345000.0,2040.0,169.0,exist,exist,4.0,6.0,18.0,48,2
18842,New construction,136000.0,1810.0,75.0,exist,don't exist,2.0,12.0,16.0,51,2
18843,New construction,248000.0,2250.0,110.0,exist,exist,3.0,10.0,18.0,57,2
18844,New construction,339000.0,2110.0,161.0,exist,exist,3.0,17.0,19.0,46,3
18845,Old building,170000.0,2270.0,75.0,exist,exist,3.0,3.0,3.0,46,3
18846,New construction,310000.0,1810.0,171.0,exist,exist,3.0,8.0,17.0,48,2
18847,New construction,180000.0,1890.0,95.0,exist,exist,3.0,11.0,16.0,50,2
18848,New construction,350000.0,1400.0,250.0,exist,exist,5.0,5.0,16.0,46,2
18849,Old building,220000.0,1830.0,120.0,exist,exist,5.0,2.0,5.0,50,2
18850,New construction,92000.0,2300.0,40.0,exist,exist,2.0,9.0,9.0,46,3
18851,New construction,152999.0,1910.0,80.0,don't exist,exist,2.0,16.0,19.0,51,3
18852,New construction,52000.0,1180.0,44.0,exist,exist,1.0,2.0,6.0,46,2
18853,New construction,145000.0,2500.0,58.0,exist,exist,2.0,8.0,17.0,47,2
18854,Old building,105000.0,2440.0,43.0,exist,exist,2.0,1.0,5.0,51,1
18855,New construction,275000.0,1670.0,165.0,exist,exist,3.0,3.0,16.0,49,1
18856,Old building,82000.0,1580.0,52.0,exist,exist,2.0,9.0,9.0,46,3
18857,New construction,279000.0,2150.0,130.0,exist,exist,3.0,6.0,17.0,55,2
18858,New construction,195000.0,1880.0,104.0,exist,don't exist,2.0,7.0,17.0,57,2
18859,New construction,218000.0,2220.0,98.0,exist,exist,3.0,14.0,17.0,47,3
18860,New construction,188500.0,1890.0,100.0,exist,exist,3.0,10.0,14.0,57,2
18861,Old building,170000.0,2830.0,60.0,exist,exist,2.0,3.0,5.0,46,2
18862,New construction,239000.0,1570.0,152.0,exist,don't exist,3.0,17.0,18.0,46,3
18863,New construction,260000.0,1430.0,182.0,exist,don't exist,4.0,6.0,16.0,57,2
18864,Old building,438000.0,3480.0,126.0,exist,exist,4.0,2.0,8.0,46,2
18865,New construction,285000.0,1930.0,148.0,exist,exist,3.0,13.0,16.0,46,3
18866,New construction,515000.0,3850.0,133.6,don't exist,exist,3.0,4.0,7.0,50,2
18867,New construction,192000.0,2320.0,82.8,exist,exist,3.0,13.0,14.0,50,3
18868,Old building,207000.0,2300.0,90.0,exist,exist,3.0,7.0,9.0,51,3
18869,New construction,240000.0,1670.0,144.0,exist,exist,3.0,7.0,10.0,46,2
18870,Old building,93000.0,1290.0,72.0,exist,exist,3.0,8.0,9.0,46,3
18871,New construction,228000.0,2000.0,114.0,exist,don't exist,3.0,4.0,5.0,45,3
18872,New construction,365000.0,1700.0,215.0,exist,exist,4.0,9.0,14.0,46,2
18873,New construction,270000.0,2330.0,116.0,exist,exist,3.0,8.0,17.0,57,2
18874,New construction,257000.0,1650.0,156.0,exist,don't exist,3.0,16.0,16.0,47,3
18875,New construction,250000.0,2080.0,120.0,don't exist,exist,3.0,17.0,20.0,48,3
18876,Old building,155000.0,1410.0,110.0,exist,exist,5.0,6.0,9.0,53,2
18877,New construction,295000.0,3040.0,97.0,exist,exist,3.0,9.0,18.0,56,2
18878,New construction,205000.0,2280.0,90.0,exist,exist,3.0,10.0,17.0,51,2
18879,New construction,185000.0,1460.0,127.0,exist,exist,4.0,16.0,18.0,51,3
18880,New construction,435000.0,3820.0,114.0,exist,exist,3.0,9.0,19.0,58,2
18881,New construction,200000.0,2150.0,93.0,exist,exist,3.0,9.0,17.0,48,2
18882,New construction,295000.0,2190.0,135.0,exist,exist,3.0,5.0,16.0,46,2
18883,New construction,125000.0,1620.0,77.0,exist,exist,3.0,16.0,19.0,48,3
18884,New construction,191000.0,2000.0,95.5,don't exist,don't exist,2.0,9.0,18.0,58,2
18885,New construction,490000.0,3080.0,159.0,don't exist,exist,3.0,9.0,16.0,58,2
18886,New construction,539000.0,3100.0,174.0,don't exist,don't exist,4.0,6.0,17.0,58,2
18887,Old building,80000.0,1070.0,75.0,exist,don't exist,3.0,5.0,5.0,43,3
18888,New construction,339000.0,2070.0,164.0,don't exist,exist,4.0,6.0,17.0,48,2
18889,Old building,137000.0,2630.0,52.0,exist,exist,3.0,7.0,9.0,49,3
18890,New construction,165000.0,1740.0,95.0,exist,exist,3.0,4.0,17.0,50,1
18891,New construction,155000.0,2580.0,60.0,don't exist,exist,2.0,16.0,17.0,50,3
18892,Old building,160000.0,1780.0,90.0,exist,don't exist,4.0,8.0,9.0,52,3
18893,New construction,249000.0,2170.0,115.0,exist,exist,3.0,16.0,16.0,46,3
18894,New construction,170000.0,1590.0,107.0,exist,exist,3.0,10.0,17.0,52,2
18895,New construction,230000.0,2090.0,110.0,exist,exist,3.0,2.0,16.0,46,1
18896,New construction,365000.0,1730.0,211.0,exist,exist,3.0,14.0,15.0,48,3
18897,Old building,75000.0,1440.0,52.0,exist,exist,2.0,5.0,5.0,46,3
18898,New construction,240000.0,2860.0,84.0,exist,exist,2.0,6.0,16.0,45,2
18899,New construction,148000.0,1850.0,80.0,exist,exist,3.0,16.0,20.0,50,3
18900,New construction,262000.0,2240.0,117.0,don't exist,exist,3.0,15.0,17.0,46,3
18901,New construction,155000.0,1800.0,86.0,exist,exist,2.0,10.0,18.0,51,2
18902,New construction,177000.0,2850.0,62.0,exist,exist,2.0,10.0,18.0,48,2
18903,New construction,132000.0,2060.0,64.0,exist,exist,2.0,16.0,17.0,46,3
18904,New construction,194000.0,2470.0,78.7,exist,exist,2.0,11.0,17.0,47,2
18905,New construction,340000.0,2960.0,115.0,don't exist,exist,3.0,16.0,18.0,57,3
18906,New construction,185000.0,2060.0,90.0,exist,exist,2.0,12.0,18.0,57,2
18907,Old building,89500.0,1950.0,46.0,exist,exist,2.0,2.0,2.0,46,3
18908,New construction,132000.0,2030.0,65.0,exist,exist,2.0,16.0,17.0,46,3
18909,New construction,215000.0,896.0,240.0,exist,don't exist,6.0,5.0,6.0,45,3
18910,Old building,137000.0,2490.0,55.0,exist,exist,2.0,4.0,9.0,58,2
18911,New construction,350000.0,2100.0,167.0,exist,exist,3.0,9.0,17.0,49,2
18912,New construction,550000.0,2200.0,250.0,exist,don't exist,4.0,14.0,19.0,46,2
18913,New construction,240000.0,2290.0,105.0,exist,exist,3.0,3.0,16.0,47,1
18914,New construction,147000.0,2940.0,50.0,don't exist,exist,2.0,3.0,9.0,56,2
18915,New construction,238000.0,2270.0,105.0,exist,exist,3.0,5.0,16.0,46,2
18916,New construction,226718.0,1550.0,146.3,exist,don't exist,4.0,7.0,10.0,57,2
18917,New construction,265000.0,1930.0,137.0,exist,don't exist,3.0,15.0,15.0,57,3
18918,New construction,239000.0,2300.0,104.0,don't exist,exist,3.0,7.0,12.0,51,2
18919,New construction,300000.0,2360.0,127.0,exist,exist,3.0,17.0,17.0,51,3
18920,New construction,235000.0,1740.0,135.0,exist,exist,3.0,11.0,13.0,52,3
18921,New construction,340000.0,2960.0,115.0,exist,exist,3.0,5.0,19.0,51,2
18922,New construction,350000.0,2290.0,153.0,exist,exist,3.0,12.0,16.0,47,2
18923,New construction,325000.0,3250.0,100.0,exist,exist,2.0,6.0,27.0,48,1
18924,Old building,92000.0,1770.0,52.0,exist,exist,2.0,5.0,9.0,46,2
18925,Old building,175000.0,1750.0,100.0,exist,exist,4.0,6.0,9.0,52,2
18926,New construction,260000.0,5050.0,51.5,don't exist,exist,1.0,4.0,8.0,49,2
18927,New construction,155500.0,1270.0,122.5,exist,exist,3.0,18.0,18.0,54,3
18928,New construction,180000.0,2570.0,70.0,exist,exist,2.0,13.0,17.0,45,3
18929,New construction,189900.0,3130.0,60.7,don't exist,exist,2.0,6.0,17.0,48,2
18930,Old building,95000.0,2020.0,47.0,exist,exist,2.0,1.0,5.0,51,1
18931,New construction,195000.0,1860.0,105.0,exist,exist,3.0,12.0,17.0,52,2
18932,New construction,265000.0,2760.0,96.0,don't exist,exist,3.0,14.0,17.0,56,3
18933,New construction,360000.0,2650.0,136.0,exist,exist,3.0,5.0,16.0,58,2
18934,New construction,650000.0,3590.0,181.0,exist,exist,4.0,11.0,18.0,57,2
18935,New construction,130000.0,1830.0,71.0,exist,exist,3.0,11.0,19.0,46,2
18936,Old building,152000.0,2450.0,62.0,exist,exist,2.0,5.0,5.0,46,3
18937,Old building,155000.0,1820.0,85.0,exist,exist,3.0,6.0,9.0,47,2
18938,New construction,370000.0,3430.0,108.0,don't exist,exist,3.0,7.0,17.0,46,2
18939,New construction,385000.0,2380.0,162.0,exist,exist,4.0,9.0,20.0,57,2
18940,New construction,176000.0,2890.0,61.0,exist,exist,2.0,10.0,18.0,45,2
18941,Old building,103000.0,1980.0,52.0,exist,exist,2.0,1.0,9.0,52,1
18942,Old building,225000.0,2500.0,90.0,exist,don't exist,3.0,4.0,5.0,46,3
18943,New construction,220000.0,2140.0,103.0,exist,exist,3.0,11.0,18.0,49,2
18944,New construction,565200.0,3600.0,157.0,don't exist,exist,3.0,13.0,20.0,48,2
18945,New construction,186000.0,2070.0,90.0,exist,exist,3.0,19.0,21.0,48,3
18946,New construction,137000.0,1610.0,85.0,exist,exist,2.0,8.0,15.0,51,2
18947,New construction,160000.0,1950.0,82.0,don't exist,exist,2.0,17.0,18.0,50,3
18948,New construction,310000.0,1220.0,255.0,exist,exist,5.0,13.0,14.0,47,3
18949,Old building,90000.0,2250.0,40.0,exist,exist,2.0,3.0,4.0,47,2
18950,New construction,334900.0,3350.0,100.0,exist,exist,3.0,17.0,18.0,57,3
18951,Old building,98000.0,2580.0,38.0,exist,exist,1.0,4.0,4.0,47,3
18952,Old building,205000.0,2850.0,72.0,exist,exist,3.0,3.0,4.0,45,2
18953,Old building,123000.0,1890.0,65.0,exist,exist,2.0,9.0,9.0,51,3
18954,New construction,330000.0,2870.0,115.0,exist,exist,3.0,4.0,16.0,57,2
18955,New construction,209000.0,2250.0,93.0,don't exist,don't exist,3.0,6.0,14.0,45,2
18956,Old building,112000.0,1720.0,65.0,exist,exist,3.0,1.0,5.0,49,1
18957,New construction,121000.0,1810.0,67.0,don't exist,exist,2.0,11.0,16.0,49,2
18958,New construction,165500.0,1450.0,114.0,don't exist,don't exist,3.0,5.0,12.0,45,2
18959,New construction,500000.0,1540.0,325.0,exist,exist,5.0,12.0,13.0,57,3
18960,Old building,98000.0,1960.0,50.0,exist,exist,2.0,1.0,5.0,55,1
18961,New construction,218000.0,1880.0,116.0,exist,exist,3.0,8.0,19.0,57,2
18962,New construction,89000.0,1350.0,66.0,don't exist,exist,2.0,17.0,17.0,51,3
18963,New construction,174000.0,1890.0,92.0,don't exist,don't exist,3.0,5.0,14.0,51,2
18964,Old building,190000.0,1650.0,115.5,exist,exist,4.0,4.0,10.0,54,2
18965,New construction,150000.0,3000.0,50.0,exist,exist,2.0,3.0,6.0,44,2
18966,New construction,291000.0,2190.0,132.8,don't exist,exist,3.0,4.0,18.0,48,1
18967,New construction,87000.0,1780.0,49.0,exist,exist,2.0,11.0,11.0,50,3
18968,Old building,119000.0,2200.0,54.0,exist,exist,2.0,5.0,5.0,49,3
18969,New construction,250000.0,2690.0,93.0,don't exist,exist,2.0,12.0,14.0,56,3
18970,New construction,761000.0,4940.0,154.0,don't exist,exist,3.0,6.0,18.0,46,2
18971,New construction,120000.0,2000.0,60.0,exist,exist,2.0,13.0,17.0,51,3
18972,New construction,83500.0,811.0,103.0,don't exist,don't exist,3.0,7.0,15.0,47,2
18973,New construction,125000.0,2450.0,51.0,exist,exist,2.0,5.0,16.0,48,2
18974,Old building,96000.0,2340.0,41.0,exist,exist,2.0,2.0,5.0,46,2
18975,New construction,189000.0,1890.0,100.0,exist,exist,3.0,18.0,20.0,57,3
18976,New construction,215000.0,1650.0,130.0,exist,exist,3.0,6.0,16.0,52,2
18977,New construction,205000.0,2280.0,90.0,exist,exist,3.0,10.0,15.0,51,2
18978,New construction,240000.0,2350.0,102.0,don't exist,exist,3.0,5.0,18.0,46,2
18979,New construction,100000.0,1560.0,64.0,exist,exist,2.0,9.0,16.0,51,2
18980,New construction,269000.0,1920.0,140.0,exist,don't exist,3.0,14.0,17.0,47,3
18981,Old building,114500.0,1790.0,64.0,exist,exist,2.0,5.0,5.0,49,3
18982,Old building,133000.0,1210.0,110.0,exist,exist,5.0,1.0,5.0,47,1
18983,Old building,74000.0,2470.0,30.0,exist,exist,1.0,1.0,5.0,48,1
18984,New construction,260000.0,1670.0,156.0,exist,don't exist,3.0,6.0,20.0,57,2
18985,New construction,263000.0,1990.0,132.0,don't exist,don't exist,3.0,5.0,18.0,57,2
18986,New construction,115000.0,1770.0,65.0,exist,exist,2.0,2.0,16.0,50,1
18987,New construction,264000.0,2000.0,132.0,don't exist,don't exist,3.0,19.0,20.0,57,3
18988,Old building,450000.0,2730.0,165.0,exist,exist,4.0,2.0,3.0,52,2
18989,New construction,400000.0,4000.0,100.0,exist,exist,3.0,4.0,8.0,51,2
18990,New construction,160000.0,2290.0,70.0,exist,exist,2.0,12.0,14.0,50,3
18991,New construction,135000.0,2700.0,50.0,don't exist,exist,2.0,9.0,21.0,45,2
18992,New construction,175000.0,1990.0,88.0,exist,exist,2.0,4.0,18.0,50,1
18993,New construction,274000.0,2000.0,137.0,exist,don't exist,3.0,4.0,16.0,57,2
18994,New construction,350000.0,2060.0,170.0,exist,exist,4.0,6.0,18.0,48,2
18995,New construction,158000.0,2030.0,78.0,don't exist,exist,2.0,10.0,21.0,45,2
